상가업소번호,상호명,업종코드,업종명,시도명,시군구코드,시군구명,행정동코드,행정동명,지번본번지,지번부번지,지번주소,경도,위도,code,y,x,area_code
19911397,커피빈코리아선릉로93길점,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168064000,역삼1동,696,42.0,서울특별시 강남구 역삼동 696-42,127.047883157395,37.505675040057994,109001,445135.05677881563,204233.7691263137,1001087.0
19905471,와라와라호프,Q09A01,호프/맥주,서울특별시,11680,강남구,1168060000,대치1동,604,,서울특별시 강남구 대치동 604,127.061026050567,37.4939223326479,110001,443831.33089626953,205396.6932322484,1001053.0
20014818,쉼터,Q04A01,라면김밥분식,서울특별시,11680,강남구,1168058000,삼성1동,159,,서울특별시 강남구 삼성동 159,127.057100286394,37.5129393969289,105001,445941.76218122244,205048.24701150547,1000935.0
20015136,배제현의웰빙낙지한마리수제비,Q03A13,낙지/오징어,서울특별시,11680,강남구,1168051000,신사동,512,13.0,서울특별시 강남구 신사동 512-13,127.020944625774,37.5175739922091,103012,446454.81781776476,201851.6037098318,1001470.0
20027817,마깐바냑,Q04A01,라면김밥분식,서울특별시,11680,강남구,1168064000,역삼1동,831,45.0,서울특별시 강남구 역삼동 831-45,127.03100500318999,37.493652872003295,105001,443800.1264896472,202741.8632588378,1001052.0
20027870,강남김밥,Q04A01,라면김밥분식,서울특별시,11680,강남구,1168063000,대치4동,940,8.0,서울특별시 강남구 대치동 940-8,127.05856031293999,37.49846206005221,105001,444335.043023529,205178.32811851238,1000920.0
20099319,산울FNC,Q04A01,라면김밥분식,서울특별시,11680,강남구,1168065600,도곡2동,467,17.0,서울특별시 강남구 도곡동 467-17,127.054163435442,37.4892992237675,105001,443317.8550904696,204790.1094064084,1001035.0
20482406,소노야코엑스점,Q03A02,음식점-일식,서울특별시,11680,강남구,1168058000,삼성1동,159,,서울특별시 강남구 삼성동 159,127.05913910242799,37.5118203253706,103002,445817.67080808943,205228.57719958626,1001103.0
20729029,달라스이용원,F01A04,남성미용실,서울특별시,11680,강남구,1168052100,논현1동,37,16.0,서울특별시 강남구 논현동 37-16,127.029772362403,37.51462831244071,501002,446128.0949959895,202632.1207380597,1001108.0
20787543,자임한복,D05A10,한복/갈옷/민속옷,서울특별시,11680,강남구,1168051000,신사동,586,12.0,서울특별시 강남구 신사동 586-12,127.027614145299,37.5214225188702,701010,446882.10797603615,202441.09532832526,1000906.0
20783574,선경바둑,N01A09,기원,서울특별시,11680,강남구,1168054500,압구정동,638,5.0,서울특별시 강남구 신사동 638-5,127.03528005896798,37.52877489298768,302005,447698.35624312796,203118.45741461864,1001141.0
20303513,김반장,Q04A01,라면김밥분식,서울특별시,11680,강남구,1168064000,역삼1동,681,30.0,서울특별시 강남구 역삼동 681-30,127.04153180328301,37.508813408902995,105001,445483.108698044,203672.0365520184,1001089.0
20297445,바빈스커피,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168065000,역삼2동,804,,서울특별시 강남구 역삼동 804,127.036602597823,37.50070886806978,109001,444583.4280151175,203236.57042996172,1001075.0
20776515,GIA보석교육원,R03A11,학원-보석감정,서울특별시,11680,강남구,1168054500,압구정동,639,3.0,서울특별시 강남구 신사동 639-3,127.03643720333599,37.5285320454891,201014,447671.4421806145,203220.74958870106,1001141.0
21055207,삼성수학,R01A01,학원-입시,서울특별시,11680,강남구,1168061000,대치2동,975,16.0,서울특별시 강남구 대치동 975-16,127.062606954082,37.5004405240869,201001,444554.8572253343,205536.0154862011,1000921.0
20924451,아트인스튜디오,R05A01,서예/서화/미술,서울특별시,11680,강남구,1168064000,역삼1동,818,1.0,서울특별시 강남구 역삼동 818-1,127.028053870075,37.49972877399279,203001,444474.3906204193,202480.68491987762,1001085.0
20846411,해동카센타,F14A01,자동차정비/카센타,서울특별시,11680,강남구,1168063000,대치4동,936,17.0,서울특별시 강남구 대치동 936-17,127.05401116687099,37.4977859678661,402001,444259.76501011476,204776.10261538427,1001071.0
20872409,서광카센타,F14A01,자동차정비/카센타,서울특별시,11680,강남구,1168056500,청담동,2,19.0,서울특별시 강남구 청담동 2-19,127.041283234256,37.522939909948704,402001,447050.9618488643,203649.3713476255,1001125.0
22479173,토니모리,D16A01,화장품판매점,서울특별시,11680,강남구,1168064000,역삼1동,825,26.0,서울특별시 강남구 역삼동 825-26,127.02953794895299,37.4969116618539,504003,444161.76792047033,202612.0138543912,1001066.0
22518529,훼밀리마트,D03A02,수퍼마켓,서울특별시,11680,강남구,1168054500,압구정동,588,14.0,서울특별시 강남구 신사동 588-14,127.031232578429,37.5215513704072,120001,446896.50892555295,202760.96071679372,1001120.0
22646116,커피빈,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168064000,역삼1동,705,19.0,서울특별시 강남구 역삼동 705-19,127.04822290823499,37.5047496908904,109001,445032.3702557213,204263.8621010894,1001087.0
22662734,송정,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168058000,삼성1동,159,,서울특별시 강남구 삼성동 159,127.057100286394,37.5129393969289,101001,445941.76218122244,205048.24701150547,1000935.0
22825660,신수학,R01A01,학원-입시,서울특별시,11680,강남구,1168051000,신사동,577,,서울특별시 강남구 신사동 577,127.026634390165,37.52543313718729,201001,447327.21142842993,202354.35876663905,1000899.0
22975398,박귀순미용실,F01A01,여성미용실,서울특별시,11680,강남구,1168054500,압구정동,369,1.0,서울특별시 강남구 압구정동 369-1,127.028304754856,37.5335923889483,501001,448232.83028749935,202501.73887850816,1001140.0
23446268,르사이공코엑스몰점,Q02A00,중국음식/중국집,서울특별시,11680,강남구,1168058000,삼성1동,159,,서울특별시 강남구 삼성동 159,127.05913910242799,37.5118203253706,102001,445817.67080808943,205228.57719958626,1001103.0
23128301,상록,F01A04,남성미용실,서울특별시,11680,강남구,1168064000,역삼1동,701,,서울특별시 강남구 역삼동 701,127.042725020431,37.50394837766071,501002,444943.1999043967,203777.7800613426,1001087.0
23491829,가득드림,Q04A01,라면김밥분식,서울특별시,11680,강남구,1168058000,삼성1동,159,,서울특별시 강남구 삼성동 159,127.057100286394,37.5129393969289,105001,445941.76218122244,205048.24701150547,1000935.0
23271503,스시한판,Q03A03,음식점-초밥전문,서울특별시,11680,강남구,1168058000,삼성1동,159,,서울특별시 강남구 삼성동 159,127.057100286394,37.5129393969289,103003,445941.76218122244,205048.24701150547,1000935.0
23177970,대치휴게소,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168063000,대치4동,931,25.0,서울특별시 강남구 대치동 931-25,127.05971309691799,37.5003274192559,109001,444542.1377694416,205280.13431072925,1001069.0
23020970,현대,F02A01,세탁소/빨래방,서울특별시,11680,강남구,1168052100,논현1동,174,7.0,서울특별시 강남구 논현동 174-7,127.031087588555,37.51001670554369,401001,445616.302928315,202748.56661331837,1000896.0
23021625,류미경보몽드,F01A01,여성미용실,서울특별시,11680,강남구,1168058000,삼성1동,54,2.0,서울특별시 강남구 삼성동 54-2,127.052643059388,37.51834609920829,501001,446541.6078956626,204653.84694934828,1000912.0
25286438,NBA,N02A01,노래방,서울특별시,11680,강남구,1168064000,역삼1동,643,7.0,서울특별시 강남구 역삼동 643-7,127.03515975684799,37.5020937277123,301001,444737.08088768506,203108.930355584,1001081.0
25471219,CU역삼달샘점,D03A01,편의점,서울특별시,11680,강남구,1168064000,역삼1동,637,9.0,서울특별시 강남구 역삼동 637-9,127.032798678569,37.50188519767409,120003,444713.8613716839,202900.1648457818,1001085.0
25260302,Grag,D05A01,일반의류,서울특별시,11680,강남구,1168054500,압구정동,646,20.0,서울특별시 강남구 신사동 646-20,127.03688071807,37.525715372168605,701001,447358.8417786285,203260.07522605237,1001141.0
25352632,원할머니,Q01A08,족발/보쌈전문,서울특별시,11680,강남구,1168064000,역삼1동,818,7.0,서울특별시 강남구 역삼동 818-7,127.02918470313699,37.4997380728727,101008,444475.453081443,202580.6793805575,1001085.0
25354160,비에라왁싱,F01A03,비만/피부관리,서울특별시,11680,강남구,1168063000,대치4동,890,59.0,서울특별시 강남구 대치동 890-59,127.05203064685499,37.5041585815151,503001,444966.94405327685,204600.57805703423,1001082.0
25305326,세븐일레븐대치코스모스점B,D03A01,편의점,서울특별시,11680,강남구,1168061000,대치2동,1001,6.0,서울특별시 강남구 대치동 1001-6,127.06489028222401,37.5077932234843,120003,445371.0490053967,205737.35595396635,1001091.0
25387207,강남불고기,Q01A02,갈비/삼겹살,서울특별시,11680,강남구,1168064000,역삼1동,642,1.0,서울특별시 강남구 역삼동 642-1,127.03562955564699,37.50162000477879,101002,444684.51938666776,203150.49126961347,1001081.0
25535238,삼우기원,R07A16,학원-바둑,서울특별시,11680,강남구,1168067000,개포2동,186,3.0,서울특별시 강남구 개포동 186-3,127.067425729925,37.488548650693296,203021,443235.3087792834,205963.06085445482,1000892.0
25359894,뮤즈아카데미,R05A02,피아노/바이올린/기타,서울특별시,11680,강남구,1168051000,신사동,550,13.0,서울특별시 강남구 신사동 550-13,127.02422151327801,37.5239355025126,203002,447160.9350364883,202141.11423795894,1000899.0
25547581,두쏠by싸이더스미용학원,R03A12,학원-미용,서울특별시,11680,강남구,1168064000,역삼1동,825,,서울특별시 강남구 역삼동 825,127.028564755794,37.497831750028794,201015,444263.8591766991,202525.924279435,1001066.0
25548301,누엘,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168054500,압구정동,588,1.0,서울특별시 강남구 신사동 588-1,127.030331146099,37.521273657349795,101001,446865.66018849524,202681.28401214106,1001120.0
25570639,Bellagio,D05A01,일반의류,서울특별시,11680,강남구,1168054500,압구정동,606,,서울특별시 강남구 신사동 606,127.030674015284,37.5253762567255,701001,447321.0071835355,202711.44529297407,1001140.0
25544283,웰빙바디케어,F01A03,비만/피부관리,서울특별시,11680,강남구,1168063000,대치4동,941,16.0,서울특별시 강남구 대치동 941-16,127.06027884452499,37.4994038322821,503001,444439.66346507205,205330.22623343507,1001069.0
25573705,경의상실,D05A06,맞춤양장/양장점,서울특별시,11680,강남구,1168063000,대치4동,930,16.0,서울특별시 강남구 대치동 930-16,127.058848221192,37.499851982191295,701006,444489.32224113174,205203.69060694074,1000920.0
25427340,LOUICE,D05A08,맞춤양복/양복점,서울특별시,11680,강남구,1168054500,압구정동,664,7.0,서울특별시 강남구 신사동 664-7,127.040254781466,37.5272746276568,701008,447532.02200228436,203558.25189011454,1001141.0
19989154,카페드림,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168064000,역삼1동,829,20.0,서울특별시 강남구 역삼동 829-20,127.033357964264,37.4953481127938,109001,443988.3472114909,202949.8758288295,1001066.0
25525077,수정,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168075000,수서동,738,,서울특별시 강남구 수서동 738,127.097244260422,37.4857617083509,101001,442928.3012190573,208600.50047951867,1001041.0
25422277,BaLat,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168054500,압구정동,630,23.0,서울특별시 강남구 신사동 630-23,127.035170595222,37.5223404903576,101001,446984.2142054406,203109.04876640422,1001120.0
25495200,BodyWell,F01A03,비만/피부관리,서울특별시,11680,강남구,1168052100,논현1동,1,5.0,서울특별시 강남구 논현동 1-5,127.020783781562,37.5160318600492,503001,446283.65749460505,201837.42213295802,1000888.0
25534137,엔젤,N02A01,노래방,서울특별시,11680,강남구,1168063000,대치4동,894,14.0,서울특별시 강남구 대치동 894-14,127.055220830018,37.5041030450497,301001,444960.9409545064,204882.65942407935,1000923.0
20855554,삼성마트,D03A02,수퍼마켓,서울특별시,11680,강남구,1168059000,삼성2동,34,25.0,서울특별시 강남구 삼성동 34-25,127.043225318433,37.512602556396104,120001,445903.7231787271,203821.5756002253,1000915.0
20284804,아라바카뜰,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168064000,역삼1동,830,61.0,서울특별시 강남구 역삼동 830-61,127.03236904913099,37.494862457122395,109001,443934.4152381313,202862.44367627523,1001066.0
20489504,롯데쇼핑롯데마켓999점,D03A02,수퍼마켓,서울특별시,11680,강남구,1168065000,역삼2동,770,11.0,서울특별시 강남구 역삼동 770-11,127.041909982548,37.4969225450619,120001,444163.3910461087,203706.0609938002,1000904.0
20393385,명동칼국수,Q04A02,국수/만두/칼국수,서울특별시,11680,강남구,1168064000,역삼1동,837,16.0,서울특별시 강남구 역삼동 837-16,127.03232732661101,37.4919607144071,105002,443612.358491472,202858.86469223254,1001052.0
20763822,왕족발배달전문,Q01A08,족발/보쌈전문,서울특별시,11680,강남구,1168061000,대치2동,1000,,서울특별시 강남구 대치동 1000,127.06540872966299,37.5079414956552,101008,445387.53705486975,205783.18370328448,1001091.0
20590250,밥,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168053100,논현2동,242,27.0,서울특별시 강남구 논현동 242-27,127.04105402050199,37.5160990575431,101001,446291.70447784936,203629.44054752548,1001111.0
20769193,나날노래방,N02A01,노래방,서울특별시,11680,강남구,1168056500,청담동,87,10.0,서울특별시 강남구 청담동 87-10,127.04108748403401,37.524091667728,301001,447178.7849746025,203632.0115084816,1001125.0
21904839,둘리노래방,N02A01,노래방,서울특별시,11680,강남구,1168053100,논현2동,268,14.0,서울특별시 강남구 논현동 268-14,127.04318647925699,37.5112146183331,301001,445749.67814640095,203818.21250811414,1000914.0
22911511,이조한아름갈비,Q01A02,갈비/삼겹살,서울특별시,11680,강남구,1168064000,역삼1동,682,14.0,서울특별시 강남구 역삼동 682-14,127.04352730574399,37.5093251643715,101002,445539.9867536053,203848.4427416745,1001087.0
22531389,애플민트,Q04A01,라면김밥분식,서울특별시,11680,강남구,1168061000,대치2동,950,,서울특별시 강남구 대치동 950,127.062266401817,37.5068713661597,105001,445268.57790692797,205505.42994161067,1001088.0
23073225,칼리아,F01A01,여성미용실,서울특별시,11680,강남구,1168065000,역삼2동,732,27.0,서울특별시 강남구 역삼동 732-27,127.042005423882,37.4974189000495,501001,444218.48375494266,203714.4761983,1000930.0
25499022,GARU,Q08A02,케익전문점,서울특별시,11680,강남구,1168054500,압구정동,650,9.0,서울특별시 강남구 신사동 650-9,127.03638445790101,37.5238371363684,108002,447150.3639815031,203216.28888334538,1001141.0
25555977,프렙원오원어학원,R04A01,학원-외국어/어학,서울특별시,11680,강남구,1168054500,압구정동,637,14.0,서울특별시 강남구 신사동 637-14,127.034781666616,37.527941853596786,202001,447605.8828127189,203074.4379541185,1001141.0
25504231,한우곱창,Q01A03,곱창/양구이전문,서울특별시,11680,강남구,1168067000,개포2동,166,4.0,서울특별시 강남구 개포동 166-4,127.06126560441099,37.482913296332605,101003,442609.48655768624,205418.6727547448,1000928.0
25258797,sweetchurros,Q07A06,도너츠전문,서울특별시,11680,강남구,1168051000,신사동,574,3.0,서울특별시 강남구 신사동 574-3,127.025323112857,37.5253502385525,106006,447317.9787023086,202238.45030060198,1000899.0
25469533,뷰티블룸네일,F01A03,비만/피부관리,서울특별시,11680,강남구,1168053100,논현2동,241,3.0,서울특별시 강남구 논현동 241-3,127.040582778587,37.5166809152696,503001,446356.2652520416,203587.75186105125,1001111.0
25474261,RANDOMWALK,D05A01,일반의류,서울특별시,11680,강남구,1168054500,압구정동,647,9.0,서울특별시 강남구 신사동 647-9,127.036489886924,37.525315721533,701001,447314.4720706758,203225.5448686169,1001141.0
25513942,계몽돈까스,Q06A02,돈가스전문점,서울특별시,11680,강남구,1168065000,역삼2동,784,4.0,서울특별시 강남구 역삼동 784-4,127.045719358576,37.49528642386071,104002,443981.95971314976,204043.00881159466,1000904.0
19921902,커피빈코리아강남역먹자골목점,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168064000,역삼1동,816,6.0,서울특별시 강남구 역삼동 816-6,127.027279995112,37.500100847200606,109001,444515.6658082586,202412.24246366546,1001085.0
25237980,KateSomerville,D16A01,화장품판매점,서울특별시,11680,강남구,1168054500,압구정동,664,7.0,서울특별시 강남구 신사동 664-7,127.040254781466,37.5272746276568,504003,447532.02200228436,203558.25189011454,1001141.0
25242993,ET아키데미,R01A01,학원-입시,서울특별시,11680,강남구,1168067000,개포2동,186,15.0,서울특별시 강남구 개포동 186-15,127.06793744552799,37.4892284833684,201001,443310.7938002632,206008.26200137526,1000892.0
25390239,Manna,Q12A03,생과일주스전문점,서울특별시,11680,강남구,1168075000,수서동,724,,서울특별시 강남구 수서동 724,127.10309432439101,37.48731103741361,109003,443100.80681792647,209117.70510257652,1001041.0
19979110,티마인드,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168054500,압구정동,659,13.0,서울특별시 강남구 신사동 659-13,127.037709927511,37.5272178772065,109001,447525.6301809927,203333.3064360055,1001141.0
19967464,담소락,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168052100,논현1동,49,3.0,서울특별시 강남구 논현동 49-3,127.021175836318,37.5128634057519,101001,445932.00700138696,201872.1614821894,1001100.0
20014368,전주콩나루콩나물국밥,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168061000,대치2동,999,2.0,서울특별시 강남구 대치동 999-2,127.066749647748,37.5083485623725,101001,445432.7995073311,205901.71039513173,1001091.0
19984237,미스터빅,Q07A04,패스트푸드,서울특별시,11680,강남구,1168059000,삼성2동,8,1.0,서울특별시 강남구 삼성동 8-1,127.042278700429,37.5158657098939,106004,446265.85379021935,203737.72180542516,1000937.0
20009579,노블레스,Q06A01,정통양식/경양식,서울특별시,11680,강남구,1168054500,압구정동,663,18.0,서울특별시 강남구 신사동 663-18,127.038734527798,37.526721632427,104001,447470.5899910247,203423.8969617235,1001141.0
20000129,마고코로,Q03A02,음식점-일식,서울특별시,11680,강남구,1168063000,대치4동,937,,서울특별시 강남구 대치동 937,127.05325256561702,37.496959928714,103002,444168.04717949784,204709.07284383397,1001071.0
20014858,우가로,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168064000,역삼1동,817,30.0,서울특별시 강남구 역삼동 817-30,127.028066560286,37.5004947750718,101001,444559.4071491547,202481.78170926668,1001085.0
19991178,케이엔,F01A03,비만/피부관리,서울특별시,11680,강남구,1168064000,역삼1동,817,23.0,서울특별시 강남구 역삼동 817-23,127.028509457313,37.500354249515794,503001,444543.8224033583,202520.94954281367,1001085.0
20014904,씨제이올리브영,D16A01,화장품판매점,서울특별시,11680,강남구,1168051000,신사동,580,5.0,서울특별시 강남구 신사동 580-5,127.027900744457,37.52636263949079,504003,447430.4070408353,202466.26811990823,1000899.0
20054721,자니로켓,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168064000,역삼1동,816,4.0,서울특별시 강남구 역삼동 816-4,127.027442051879,37.499813843968,101001,444483.8163350406,202426.5816739412,1001085.0
20024007,한양식당,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168061000,대치2동,999,8.0,서울특별시 강남구 대치동 999-8,127.066982795508,37.507791749250295,101001,445371.01502106205,205922.36828711175,1001091.0
20027121,치킨클럽,Q05A08,후라이드/양념치킨,서울특별시,11680,강남구,1168060000,대치1동,670,,서울특별시 강남구 대치동 670,127.05708145232799,37.491953639594605,107008,443612.61288115475,205047.99455882626,1001054.0
20027161,진미식당,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168052100,논현1동,139,34.0,서울특별시 강남구 논현동 139-34,127.02511152108102,37.5103099333891,101001,445648.6896928572,202220.19208803828,1001471.0
20027174,커피빈,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168064000,역삼1동,826,28.0,서울특별시 강남구 역삼동 826-28,127.030074547889,37.4965196043765,109001,444118.2696716049,202659.4787125985,1001066.0
20074251,11,Q06A01,정통양식/경양식,서울특별시,11680,강남구,1168064000,역삼1동,704,6.0,서울특별시 강남구 역삼동 704-6,127.044285488687,37.50486206864221,104001,445044.6716270931,203915.7101843204,1001087.0
20024254,소반,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168052100,논현1동,144,,서울특별시 강남구 논현동 144,127.022991951909,37.5097788201696,101001,445589.6950084567,202032.8084137176,1001471.0
20027834,씨제이올리브영,D03B04,시장/종합상가,서울특별시,11680,강남구,1168064000,역삼1동,837,,서울특별시 강남구 역삼동 837,127.031167692376,37.491563755855296,120002,443568.26671203604,202756.32711032327,1001052.0
20020105,썬앳푸드매드포갈릭,Q06A05,패밀리레스토랑,서울특별시,11680,강남구,1168065600,도곡2동,464,,서울특별시 강남구 도곡동 464,127.049740964687,37.4875967771917,104005,443128.6901039807,204399.0944568641,1001035.0
20025070,혜성손칼국수,Q04A02,국수/만두/칼국수,서울특별시,11680,강남구,1168067000,개포2동,186,11.0,서울특별시 강남구 개포동 186-11,127.067636863204,37.4888476666906,105002,443268.50901537674,205981.70941944545,1000892.0
20023288,연탄구이,Q01A02,갈비/삼겹살,서울특별시,11680,강남구,1168052100,논현1동,180,10.0,서울특별시 강남구 논현동 180-10,127.02827230303801,37.507308438588296,101002,445315.641442155,202499.74730015371,1000886.0
20021446,곰바위,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168058000,삼성1동,76,26.0,서울특별시 강남구 삼성동 76-26,127.05862503065599,37.5149248692146,101001,446162.2073170925,205182.91264553988,1000931.0
20028520,크리스피크림,Q07A06,도너츠전문,서울특별시,11680,강남구,1168060000,대치1동,1021,8.0,서울특별시 강남구 대치동 1021-8,127.06063073707399,37.4983974468518,106006,444327.9877194846,205361.41469234414,1001065.0
20028589,두루,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168056500,청담동,21,7.0,서울특별시 강남구 청담동 21-7,127.04183069798,37.5225929422801,101001,447012.4741633591,203697.78338447204,1001125.0
20026204,GS25,D03A01,편의점,서울특별시,11680,강남구,1168064000,역삼1동,819,,서울특별시 강남구 역삼동 819,127.028185267629,37.4991892220306,120003,444414.5108219031,202492.32178208948,1001085.0
20023467,커피빈,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168056500,청담동,76,,서울특별시 강남구 청담동 76,127.05002149174601,37.5199018862561,109001,446714.1542147552,204421.99855853786,1000939.0
20021721,로즈힐냉면,Q01A19,냉면집,서울특별시,11680,강남구,1168064000,역삼1동,737,,서울특별시 강남구 역삼동 737,127.03648711873699,37.5000141135255,101019,444506.31529324217,203226.38912961108,1001073.0
20026781,숙아채콩나물국밥,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168069000,개포4동,1231,17.0,서울특별시 강남구 개포동 1231-17,127.047819226133,37.477750752133296,101001,442035.8240102749,204229.69074532785,1000890.0
20023728,미니스톱,D03A01,편의점,서울특별시,11680,강남구,1168051000,신사동,583,3.0,서울특별시 강남구 신사동 583-3,127.02789685336398,37.5240469060232,120003,447173.3894359055,202466.0003931968,1000899.0
20017448,커피빈,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168056500,청담동,118,17.0,서울특별시 강남구 청담동 118-17,127.04721583976101,37.5252495612624,109001,447307.55096403224,204173.67547013698,1001128.0
20029085,에이플러스,Q02A00,중국음식/중국집,서울특별시,11680,강남구,1168064000,역삼1동,702,16.0,서울특별시 강남구 역삼동 702-16,127.045424778811,37.5042135104153,102001,444972.7380240201,204016.4806394795,1001087.0
20081895,아리,Q06A01,정통양식/경양식,서울특별시,11680,강남구,1168064000,역삼1동,661,35.0,서울특별시 강남구 역삼동 661-35,127.039675048368,37.506302406649795,104001,445204.3487875946,203507.98896207727,1000894.0
20243559,청담동등심,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168053100,논현2동,96,8.0,서울특별시 강남구 논현동 96-8,127.03712941879401,37.521329276665604,101001,446872.04871430673,203282.2512994575,1001123.0
20305200,웰킨두피탈모,F01A03,비만/피부관리,서울특별시,11680,강남구,1168052100,논현1동,18,,서울특별시 강남구 논현동 18,127.020384951093,37.5145237958128,503001,446116.2737627802,201802.1991765645,1000888.0
20278434,cafeIYA,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168065500,도곡1동,552,15.0,서울특별시 강남구 도곡동 552-15,127.036822787417,37.490609823898396,109001,443462.57338845596,203256.47909037405,1001047.0
20331210,갤러리아스넥바,Q04A05,스낵,서울특별시,11680,강남구,1168058000,삼성1동,159,,서울특별시 강남구 삼성동 159,127.057519244112,37.51200564338821,105005,445838.1499704332,205085.35049793267,1000935.0
20339574,아리따움,D16A01,화장품판매점,서울특별시,11680,강남구,1168075000,수서동,724,,서울특별시 강남구 수서동 724,127.10309432439101,37.48731103741361,504003,443100.80681792647,209117.70510257652,1001041.0
20300414,868식당,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168064000,역삼1동,825,6.0,서울특별시 강남구 역삼동 825-6,127.02906546647301,37.4967185577978,101001,444140.3228776408,202570.23927727932,1001066.0
20306529,투썸플레이스압구정51케이,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168054500,압구정동,602,,서울특별시 강남구 신사동 602,127.02938641891701,37.52433848317379,109001,447205.7909457889,202597.66353258386,1001140.0
20288456,고디바_,Q12A01,커피전문점/카페/다방,서울특별시,11680,강남구,1168051000,신사동,545,6.0,서울특별시 강남구 신사동 545-6,127.02300395116501,37.5210060306711,109001,446835.7733737319,202033.56464873,1001135.0
20293578,러브레터,Q05A08,후라이드/양념치킨,서울특별시,11680,강남구,1168073000,일원1동,625,25.0,서울특별시 강남구 일원동 625-25,127.083196675977,37.4934657274359,107008,443782.15563883906,207357.34471510357,1000933.0
20302955,조앤박화장재료,F01A02,발/네일케어,서울특별시,11680,강남구,1168052100,논현1동,17,4.0,서울특별시 강남구 논현동 17-4,127.020342304331,37.5151902206966,502001,446190.23765754607,201798.41285640886,1000888.0
20399380,씨유대치우일,D03A01,편의점,서울특별시,11680,강남구,1168063000,대치4동,907,,서울특별시 강남구 대치동 907,127.05081332246999,37.5011482892563,120003,444632.7816378325,204493.1219550205,1001082.0
20397167,브레떼,Q08A01,제과점,서울특별시,11680,강남구,1168060000,대치1동,507,2.0,서울특별시 강남구 대치동 507-2,127.06290321902,37.49392822730611,108001,443832.0944022159,205562.6957272716,1001053.0
20373104,미니스톰논현힐탑점,D03A01,편의점,서울특별시,11680,강남구,1168052100,논현1동,175,1.0,서울특별시 강남구 논현동 175-1,127.03203063859199,37.510565069732706,120003,445677.1923176828,202831.92437711894,1000896.0
20413563,세븐일레븐,D03A01,편의점,서울특별시,11680,강남구,1168053100,논현2동,111,29.0,서울특별시 강남구 논현동 111-29,127.04056639872499,37.517960277755,120003,446498.2577054193,203586.24256158332,1000926.0
20382013,아가씨곱창,Q01A03,곱창/양구이전문,서울특별시,11680,강남구,1168065000,역삼2동,727,1.0,서울특별시 강남구 역삼동 727-1,127.038821981088,37.497852579520604,101003,444266.4956683437,203432.9492951402,1000930.0
20380649,꼬꼬네,Q04A01,라면김밥분식,서울특별시,11680,강남구,1168065000,역삼2동,769,1.0,서울특별시 강남구 역삼동 769-1,127.039933624967,37.4958252321467,105001,444041.52762267407,203531.3451822701,1000904.0
20385811,개포마을,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168067000,개포2동,159,10.0,서울특별시 강남구 개포동 159-10,127.061629421568,37.482753995678394,101001,442591.8272989593,205450.86235505558,1000928.0
20386153,오발탄II,Q01A01,한식/백반/한정식,서울특별시,11680,강남구,1168064000,역삼1동,830,38.0,서울특별시 강남구 역삼동 830-38,127.032001158693,37.4953279922707,101001,443986.0724400184,202829.89300516105,1001066.0
20388944,현대농장정육점,D01A03,정육점,서울특별시,11680,강남구,1168051000,신사동,415,,서울특별시 강남구 압구정동 415,127.019629206167,37.524735448193795,120004,447249.6243865518,201735.14856238602,1000929.0
20481995,하나로마트,D03A02,수퍼마켓,서울특별시,11680,강남구,1168065000,역삼2동,708,4.0,서울특별시 강남구 역삼동 708-4,127.048144102601,37.5038299791161,120001,444930.2905198899,204256.94633837577,1001077.0
